1 1 1 48,921280 0,960000
1 2 1 50,042147 0,800000
1 3 1 48,946869 0,960000
2 1 1 49,761537 0,800000
2 2 1 51,287170 0,960000
2 3 1 49,696629 0,800000
3 1 1 49,656104 0,640000
3 2 1 48,837473 0,960000
3 3 1 49,330977 0,960000
4 1 1 50,569617 1,120000
4 2 1 48,016687 0,800000
4 3 1 46,757646 0,960000
5 1 1 50,442893 0,960000
5 2 1 48,437185 0,960000
5 3 1 49,344151 0,800000
6 1 1 47,983319 0,640000
6 2 1 49,072276 0,800000
6 3 1 48,688883 0,960000
7 1 1 47,377153 0,800000
7 2 1 47,928620 0,800000
7 3 1 50,961740 0,960000
8 1 1 47,608718 0,960000
8 2 1 49,487386 0,800000
8 3 1 47,262662 0,320000
9 1 1 49,073904 0,800000
9 2 1 51,918837 0,800000
9 3 1 50,225144 0,800000
10 1 1 50,335378 0,800000
10 2 1 51,468023 0,800000
10 3 1 48,933538 1,120000
11 1 1 49,122315 0,800000
11 2 1 48,063925 0,640000
11 3 1 51,114565 0,960000
12 1 1 48,915986 0,800000
12 2 1 48,672867 0,800000
12 3 1 49,291674 1,120000
13 1 1 51,200000 0,800000
13 2 1 49,563783 0,800000
13 3 1 47,497019 0,800000
14 1 1 48,852065 0,640000
14 2 1 51,468192 0,960000
14 3 1 51,320825 0,800000
15 1 1 49,278863 0,800000
15 2 1 48,747458 0,800000
15 3 1 51,101792 0,640000
16 1 1 48,831683 0,640000
16 2 1 47,937130 0,960000
16 3 1 46,503748 0,800000
17 1 1 49,314764 1,120000
17 2 1 48,720185 0,960000
17 3 1 48,668364 1,120000
18 1 1 50,432193 0,800000
18 2 1 50,427245 0,800000
18 3 1 49,397630 0,960000
19 1 1 51,603006 0,960000
19 2 1 49,643496 0,800000
19 3 1 52,652249 0,800000
20 1 1 50,424675 0,640000
20 2 1 49,482776 0,800000
20 3 1 52,111407 0,960000
21 1 1 52,082505 1,120000
21 2 1 49,791585 0,640000
21 3 1 51,368025 0,800000
22 1 1 50,905354 0,800000
22 2 1 51,982246 0,960000
22 3 1 52,573097 0,800000
23 1 1 51,435735 0,640000
23 2 1 51,682597 0,800000
23 3 1 50,041705 0,800000
24 1 1 50,193006 0,640000
24 2 1 48,088292 0,960000
24 3 1 49,094659 0,960000
