1 1 1 0,422 1,000
1 2 1 -2,859 1,000
1 3 1 -0,694 1,000
2 1 1 -1,209 1,000
2 2 1 -0,616 1,000
2 3 1 -0,287 1,000
3 1 1 -0,462 1,000
3 2 1 -0,042 1,000
3 3 1 -0,383 1,000
4 1 1 -1,537 1,000
4 2 1 2,340 1,000
4 3 1 3,249 1,000
5 1 1 -0,593 1,000
5 2 1 0,279 1,000
5 3 1 0,407 1,000
6 1 1 1,015 1,000
6 2 1 -0,587 1,000
6 3 1 -0,206 1,000
7 1 1 0,206 1,000
7 2 1 0,443 1,000
7 3 1 -0,677 1,000
8 1 1 1,448 1,000
8 2 1 0,450 1,000
8 3 1 -0,190 1,000
9 1 1 2,300 1,000
9 2 1 -3,118 1,000
9 3 1 -0,051 1,000
10 1 1 1,385 1,000
10 2 1 -1,344 1,000
10 3 1 -0,655 1,000
11 1 1 -0,693 1,000
11 2 1 0,436 1,000
11 3 1 -2,743 1,000
12 1 1 -0,281 1,000
12 2 1 -1,409 1,000
12 3 1 -1,164 1,000
13 1 1 -1,274 1,000
13 2 1 -0,185 1,000
13 3 1 0,517 1,000
14 1 1 -0,665 1,000
14 2 1 -1,042 1,000
14 3 1 -2,057 1,000
15 1 1 0,564 1,000
15 2 1 0,515 1,000
15 3 1 -2,216 1,000
16 1 1 0,708 1,000
16 2 1 1,722 1,000
16 3 1 0,863 1,000
17 1 1 1,048 1,000
17 2 1 -0,380 1,000
17 3 1 -0,042 1,000
18 1 1 -0,738 1,000
18 2 1 -0,042 1,000
18 3 1 -0,402 1,000
19 1 1 -0,923 1,000
19 2 1 0,339 1,000
19 3 1 -2,329 1,000
20 1 1 0,421 1,000
20 2 1 1,112 1,000
20 3 1 2,336 1,000
21 1 1 1,152 1,000
21 2 1 -0,206 1,000
21 3 1 -1,146 1,000
22 1 1 -0,853 1,000
22 2 1 0,339 1,000
22 3 1 -2,229 1,000
23 1 1 -0,792 1,000
23 2 1 -0,918 1,000
23 3 1 -0,047 1,000
24 1 1 -1,082 1,000
24 2 1 -0,853 1,000
24 3 1 -0,587 1,000
