1 1 1 0,206 1,000
1 2 1 -3,041 1,000
1 3 1 -0,919 1,000
2 1 1 -1,382 1,000
2 2 1 -0,884 1,000
2 3 1 -0,440 1,000
3 1 1 -0,601 1,000
3 2 1 -0,181 1,000
3 3 1 -0,497 1,000
4 1 1 -1,692 1,000
4 2 1 2,136 1,000
4 3 1 2,969 1,000
5 1 1 -0,729 1,000
5 2 1 0,103 1,000
5 3 1 0,295 1,000
6 1 1 0,904 1,000
6 2 1 -0,774 1,000
6 3 1 -0,424 1,000
7 1 1 0,103 1,000
7 2 1 0,379 1,000
7 3 1 -0,896 1,000
8 1 1 1,281 1,000
8 2 1 0,295 1,000
8 3 1 -0,391 1,000
9 1 1 2,101 1,000
9 2 1 -3,368 1,000
9 3 1 -0,429 1,000
10 1 1 1,228 1,000
10 2 1 -1,613 1,000
10 3 1 -1,021 1,000
11 1 1 -0,895 1,000
11 2 1 0,244 1,000
11 3 1 -3,008 1,000
12 1 1 -0,438 1,000
12 2 1 -1,646 1,000
12 3 1 -1,428 1,000
13 1 1 -1,407 1,000
13 2 1 -0,405 1,000
13 3 1 0,303 1,000
14 1 1 -0,895 1,000
14 2 1 -1,237 1,000
14 3 1 -2,333 1,000
15 1 1 0,441 1,000
15 2 1 0,379 1,000
15 3 1 -2,531 1,000
16 1 1 0,463 1,000
16 2 1 1,487 1,000
16 3 1 0,599 1,000
17 1 1 0,858 1,000
17 2 1 -0,550 1,000
17 3 1 -0,281 1,000
18 1 1 -1,055 1,000
18 2 1 -0,273 1,000
18 3 1 -0,611 1,000
19 1 1 -1,204 1,000
19 2 1 0,084 1,000
19 3 1 -2,622 1,000
20 1 1 0,299 1,000
20 2 1 0,980 1,000
20 3 1 2,099 1,000
21 1 1 1,021 1,000
21 2 1 -0,379 1,000
21 3 1 -1,284 1,000
22 1 1 -0,956 1,000
22 2 1 0,103 1,000
22 3 1 -2,390 1,000
23 1 1 -0,970 1,000
23 2 1 -1,055 1,000
23 3 1 -0,206 1,000
24 1 1 -1,274 1,000
24 2 1 -1,019 1,000
24 3 1 -0,745 1,000
