1 1 1 41,307810 0,402216
1 2 1 43,090517 0,334357
1 3 1 41,160039 0,320723
2 1 1 41,117310 0,293169
2 2 1 43,574110 0,343211
2 3 1 42,042615 0,346128
3 1 1 41,582523 0,255820
3 2 1 41,479727 0,296646
3 3 1 42,127524 0,324159
4 1 1 42,681061 0,302767
4 2 1 40,589700 0,302609
4 3 1 39,343789 0,288465
5 1 1 42,356007 0,291291
5 2 1 40,914702 0,331858
5 3 1 42,020284 0,295618
6 1 1 40,225094 0,299392
6 2 1 41,370159 0,287434
6 3 1 41,068836 0,352337
7 1 1 39,601148 0,279659
7 2 1 40,250914 0,254361
7 3 1 42,974669 0,301295
8 1 1 39,880325 0,277947
8 2 1 41,851388 0,264545
8 3 1 35,342330 0,383114
9 1 1 40,788397 0,316409
9 2 1 44,259183 0,310393
9 3 1 42,799912 0,342476
10 1 1 42,537975 0,267414
10 2 1 43,461371 0,335835
10 3 1 41,120483 0,327086
11 1 1 40,581806 0,253108
11 2 1 40,190005 0,283080
11 3 1 42,557947 0,284020
12 1 1 42,006151 0,255911
12 2 1 40,490556 0,263219
12 3 1 41,166243 0,319235
13 1 1 42,976619 0,246420
13 2 1 41,886629 0,281737
13 3 1 40,652055 0,283102
14 1 1 40,948967 0,246894
14 2 1 43,089226 0,305062
14 3 1 43,807561 0,339790
15 1 1 41,662911 0,252208
15 2 1 41,388155 0,284070
15 3 1 43,184650 0,313346
16 1 1 41,200662 0,309572
16 2 1 40,621215 0,304787
16 3 1 39,374673 0,289450
17 1 1 41,775297 0,380316
17 2 1 41,346826 0,254599
17 3 1 41,427259 0,343298
18 1 1 42,626107 0,246564
18 2 1 42,479973 0,352750
18 3 1 41,648357 0,282857
19 1 1 42,478338 0,252950
19 2 1 42,544321 0,275060
19 3 1 45,272573 0,279280
20 1 1 43,214004 0,297454
20 2 1 42,780171 0,315576
20 3 1 42,159293 0,344541
21 1 1 44,720802 0,376154
21 2 1 42,166516 0,308565
21 3 1 42,820252 0,323451
22 1 1 42,859112 0,234777
22 2 1 44,399712 0,312272
22 3 1 44,996082 0,292176
23 1 1 43,389729 0,245591
23 2 1 43,961044 0,280669
23 3 1 42,706593 0,387235
24 1 1 42,067150 0,295535
24 2 1 40,257350 0,289736
24 3 1 41,363454 0,320706
