1 1 1 0,435 1,000
1 2 1 -2,870 1,000
1 3 1 -0,678 1,000
2 1 1 -1,206 1,000
2 2 1 -0,620 1,000
2 3 1 -0,257 1,000
3 1 1 -0,360 1,000
3 2 1 0,084 1,000
3 3 1 -0,295 1,000
4 1 1 -1,550 1,000
4 2 1 2,327 1,000
4 3 1 3,229 1,000
5 1 1 -0,596 1,000
5 2 1 0,278 1,000
5 3 1 0,397 1,000
6 1 1 1,007 1,000
6 2 1 -0,585 1,000
6 3 1 -0,198 1,000
7 1 1 0,206 1,000
7 2 1 0,412 1,000
7 3 1 -0,654 1,000
8 1 1 1,448 1,000
8 2 1 0,412 1,000
8 3 1 -0,211 1,000
9 1 1 2,292 1,000
9 2 1 -3,116 1,000
9 3 1 -0,088 1,000
10 1 1 1,375 1,000
10 2 1 -1,341 1,000
10 3 1 -0,675 1,000
11 1 1 -0,696 1,000
11 2 1 0,409 1,000
11 3 1 -2,697 1,000
12 1 1 -0,211 1,000
12 2 1 -1,441 1,000
12 3 1 -1,165 1,000
13 1 1 -1,247 1,000
13 2 1 -0,051 1,000
13 3 1 0,515 1,000
14 1 1 -0,643 1,000
14 2 1 -1,018 1,000
14 3 1 -2,049 1,000
15 1 1 0,582 1,000
15 2 1 0,530 1,000
15 3 1 -2,234 1,000
16 1 1 0,675 1,000
16 2 1 1,712 1,000
16 3 1 0,856 1,000
17 1 1 1,021 1,000
17 2 1 -0,347 1,000
17 3 1 0,042 1,000
18 1 1 -0,742 1,000
18 2 1 0,042 1,000
18 3 1 -0,390 1,000
19 1 1 -0,948 1,000
19 2 1 0,257 1,000
19 3 1 -2,328 1,000
20 1 1 0,392 1,000
20 2 1 1,113 1,000
20 3 1 2,282 1,000
21 1 1 1,151 1,000
21 2 1 -0,194 1,000
21 3 1 -1,178 1,000
22 1 1 -0,861 1,000
22 2 1 0,248 1,000
22 3 1 -2,190 1,000
23 1 1 -0,800 1,000
23 2 1 -0,875 1,000
23 3 1 -0,042 1,000
24 1 1 -1,065 1,000
24 2 1 -0,842 1,000
24 3 1 -0,508 1,000
